"ParkName","Region","State","Year","RecreationVisits"
"Yellowstone NP","Intermountain","WY","1992","3144405"
"Yosemite NP","Pacific West","CA","1992","3819518"
"Zion NP","Intermountain","UT","1992","2390626"
"Acadia NP","Northeast","ME","1991","2475857"
"Arches NP","Intermountain","UT","1991","705882"
"Badlands NP","Midwest","SD","1991","1518396"
"Big Bend NP","Intermountain","TX","1991","296470"
"Biscayne NP","Southeast","FL","1991","488134"
"Black Canyon of the Gunnison NP","Intermountain","CO","1991","316336"
"Bryce Canyon NP","Intermountain","UT","1991","929067"
"Canyonlands NP","Intermountain","UT","1991","339315"
"Capitol Reef NP","Intermountain","UT","1991","618056"
"Carlsbad Caverns NP","Intermountain","NM","1991","679450"
"Channel Islands NP","Pacific West","CA","1991","149263"
"Congaree NP","Southeast","SC","1991","30975"
"Crater Lake NP","Pacific West","OR","1991","456931"
"Cuyahoga Valley NP","Midwest","OH","1991","1358984"
"Death Valley NP","Pacific West","CA","1991","743608"
"Denali NP & PRES","Alaska","AK","1991","558870"
"Dry Tortugas NP","Southeast","FL","1991","18231"
"Everglades NP","Southeast","FL","1991","1292014"
"Gates of the Arctic NP & PRES","Alaska","AK","1991","1154"
"Gateway Arch NP","Midwest","MO","1991","2622425"
"Glacier Bay NP & PRES","Alaska","AK","1991","203653"
"Glacier NP","Intermountain","MT","1991","2096966"
"Grand Canyon NP","Intermountain","AZ","1991","3886031"
"Grand Teton NP","Intermountain","WY","1991","1625752"
"Great Basin NP","Pacific West","NV","1991","63864"
"Great Sand Dunes NP & PRES","Intermountain","CO","1991","295070"
"Great Smoky Mountains NP","Southeast","TN","1991","8654459"
"Guadalupe Mountains NP","Intermountain","TX","1991","200398"
"Haleakala NP","Pacific West","HI","1991","1228332"
"Hawaii Volcanoes NP","Pacific West","HI","1991","1238653"
"Hot Springs NP","Midwest","AR","1991","1203929"
"Indiana Dunes NP","Midwest","IN","1991","2058801"
"Isle Royale NP","Midwest","MI","1991","22004"
"Joshua Tree NP","Pacific West","CA","1991","1145458"
"Katmai NP & PRES","Alaska","AK","1991","41417"
"Kenai Fjords NP","Alaska","AK","1991","107041"
"Kings Canyon NP","Pacific West","CA","1991","1071022"
"Kobuk Valley NP","Alaska","AK","1991","2795"
"Lake Clark NP & PRES","Alaska","AK","1991","4133"
"Lassen Volcanic NP","Pacific West","CA","1991","463179"
"Mammoth Cave NP","Southeast","KY","1991","2158195"
"Mesa Verde NP","Intermountain","CO","1991","678075"
"Mount Rainier NP","Pacific West","WA","1991","1549412"
"New River Gorge NP & PRES","Northeast","WV","1991","772172"
"North Cascades NP","Pacific West","WA","1991","22796"
"Olympic NP","Pacific West","WA","1991","2759673"
"Petrified Forest NP","Intermountain","AZ","1991","874521"
"Pinnacles NP","Pacific West","CA","1991","192610"
"Redwood NP","Pacific West","CA","1991","366280"
"Rocky Mountain NP","Intermountain","CO","1991","2751781"
"Saguaro NP","Intermountain","AZ","1991","679034"
"Sequoia NP","Pacific West","CA","1991","1120278"
"Shenandoah NP","Northeast","VA","1991","1939486"
"Theodore Roosevelt NP","Midwest","ND","1991","468926"
"Virgin Islands NP","Southeast","VI","1991","710180"
"Voyageurs NP","Midwest","MN","1991","221857"
"White Sands NP","Intermountain","NM","1991","588543"
"Wind Cave NP","Midwest","SD","1991","597057"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1991","38971"
"Yellowstone NP","Intermountain","WY","1991","2920537"
"Yosemite NP","Pacific West","CA","1991","3423101"
"Zion NP","Intermountain","UT","1991","2236997"
"Acadia NP","Northeast","ME","1990","2339591"
"Arches NP","Intermountain","UT","1990","620719"
"Badlands NP","Midwest","SD","1990","1326475"
"Big Bend NP","Intermountain","TX","1990","257378"
"Biscayne NP","Southeast","FL","1990","573376"
"Black Canyon of the Gunnison NP","Intermountain","CO","1990","275323"
"Bryce Canyon NP","Intermountain","UT","1990","862659"
"Canyonlands NP","Intermountain","UT","1990","276831"
"Capitol Reef NP","Intermountain","UT","1990","562477"
"Carlsbad Caverns NP","Intermountain","NM","1990","747016"
"Channel Islands NP","Pacific West","CA","1990","144083"
"Congaree NP","Southeast","SC","1990","23223"
"Crater Lake NP","Pacific West","OR","1990","384941"
"Cuyahoga Valley NP","Midwest","OH","1990","1200622"
"Death Valley NP","Pacific West","CA","1990","690965"
"Denali NP & PRES","Alaska","AK","1990","546693"
"Dry Tortugas NP","Southeast","FL","1990","19402"
"Everglades NP","Southeast","FL","1990","957925"
"Gates of the Arctic NP & PRES","Alaska","AK","1990","1010"
"Gateway Arch NP","Midwest","MO","1990","2382612"
"Glacier Bay NP & PRES","Alaska","AK","1990","186427"
"Glacier NP","Intermountain","MT","1990","1986737"
"Grand Canyon NP","Intermountain","AZ","1990","3776685"
"Grand Teton NP","Intermountain","WY","1990","1588253"
"Great Basin NP","Pacific West","NV","1990","65026"
"Great Sand Dunes NP & PRES","Intermountain","CO","1990","272136"
"Great Smoky Mountains NP","Southeast","TN","1990","8151769"
"Guadalupe Mountains NP","Intermountain","TX","1990","192890"
"Haleakala NP","Pacific West","HI","1990","1260601"
"Hawaii Volcanoes NP","Pacific West","HI","1990","1096816"
"Hot Springs NP","Midwest","AR","1990","1123175"
"Indiana Dunes NP","Midwest","IN","1990","1919901"
"Isle Royale NP","Midwest","MI","1990","23495"
"Joshua Tree NP","Pacific West","CA","1990","1022396"
"Katmai NP & PRES","Alaska","AK","1990","40778"
"Kenai Fjords NP","Alaska","AK","1990","66115"
"Kings Canyon NP","Pacific West","CA","1990","1062867"
"Kobuk Valley NP","Alaska","AK","1990","2586"
"Lake Clark NP & PRES","Alaska","AK","1990","10196"
"Lassen Volcanic NP","Pacific West","CA","1990","460917"
"Mammoth Cave NP","Southeast","KY","1990","1924538"
"Mesa Verde NP","Intermountain","CO","1990","611375"
"Mount Rainier NP","Pacific West","WA","1990","1327101"
"New River Gorge NP & PRES","Northeast","WV","1990","378035"
"North Cascades NP","Pacific West","WA","1990","456444"
"Olympic NP","Pacific West","WA","1990","2794903"
"Petrified Forest NP","Intermountain","AZ","1990","844592"
"Pinnacles NP","Pacific West","CA","1990","214268"
"Redwood NP","Pacific West","CA","1990","348458"
"Rocky Mountain NP","Intermountain","CO","1990","2647323"
"Saguaro NP","Intermountain","AZ","1990","702328"
"Sequoia NP","Pacific West","CA","1990","1063538"
"Shenandoah NP","Northeast","VA","1990","1771780"
"Theodore Roosevelt NP","Midwest","ND","1990","460718"
"Virgin Islands NP","Southeast","VI","1990","664735"
"Voyageurs NP","Midwest","MN","1990","223554"
"White Sands NP","Intermountain","NM","1990","582487"
"Wind Cave NP","Midwest","SD","1990","586464"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1990","35976"
"Yellowstone NP","Intermountain","WY","1990","2823572"
"Yosemite NP","Pacific West","CA","1990","3124939"
"Zion NP","Intermountain","UT","1990","2102400"
"Acadia NP","Northeast","ME","1989","5440952"
"Arches NP","Intermountain","UT","1989","555809"
"Badlands NP","Midwest","SD","1989","1237956"
"Big Bend NP","Intermountain","TX","1989","281728"
"Biscayne NP","Southeast","FL","1989","589957"
"Black Canyon of the Gunnison NP","Intermountain","CO","1989","288586"
"Bryce Canyon NP","Intermountain","UT","1989","808045"
"Canyonlands NP","Intermountain","UT","1989","257411"
"Capitol Reef NP","Intermountain","UT","1989","515278"
"Carlsbad Caverns NP","Intermountain","NM","1989","792378"
"Channel Islands NP","Pacific West","CA","1989","152662"
"Congaree NP","Southeast","SC","1989","25445"
"Crater Lake NP","Pacific West","OR","1989","430734"
"Cuyahoga Valley NP","Midwest","OH","1989","1159648"
"Death Valley NP","Pacific West","CA","1989","664449"
"Denali NP & PRES","Alaska","AK","1989","543640"
"Dry Tortugas NP","Southeast","FL","1989","19441"
"Everglades NP","Southeast","FL","1989","913372"
"Gates of the Arctic NP & PRES","Alaska","AK","1989","822"
"Gateway Arch NP","Midwest","MO","1989","2518712"
"Glacier Bay NP & PRES","Alaska","AK","1989","150270"
"Glacier NP","Intermountain","MT","1989","1821523"
"Grand Canyon NP","Intermountain","AZ","1989","3966209"
"Grand Teton NP","Intermountain","WY","1989","1331659"
"Great Basin NP","Pacific West","NV","1989","70259"
"Great Sand Dunes NP & PRES","Intermountain","CO","1989","266321"
"Great Smoky Mountains NP","Southeast","TN","1989","8333553"
"Guadalupe Mountains NP","Intermountain","TX","1989","168872"
"Haleakala NP","Pacific West","HI","1989","1367761"
"Hawaii Volcanoes NP","Pacific West","HI","1989","1056188"
"Hot Springs NP","Midwest","AR","1989","1272771"
"Indiana Dunes NP","Midwest","IN","1989","1791902"
"Isle Royale NP","Midwest","MI","1989","27133"
"Joshua Tree NP","Pacific West","CA","1989","990214"
"Katmai NP & PRES","Alaska","AK","1989","40247"
"Kenai Fjords NP","Alaska","AK","1989","75557"
"Kings Canyon NP","Pacific West","CA","1989","1037349"
"Kobuk Valley NP","Alaska","AK","1989","1970"
"Lake Clark NP & PRES","Alaska","AK","1989","14879"
"Lassen Volcanic NP","Pacific West","CA","1989","466115"
"Mammoth Cave NP","Southeast","KY","1989","1672840"
"Mesa Verde NP","Intermountain","CO","1989","600045"
"Mount Rainier NP","Pacific West","WA","1989","1354302"
"New River Gorge NP & PRES","Northeast","WV","1989","411195"
"North Cascades NP","Pacific West","WA","1989","391433"
"Olympic NP","Pacific West","WA","1989","2737611"
"Petrified Forest NP","Intermountain","AZ","1989","824141"
"Pinnacles NP","Pacific West","CA","1989","218601"
"Redwood NP","Pacific West","CA","1989","654115"
"Rocky Mountain NP","Intermountain","CO","1989","2502915"
"Saguaro NP","Intermountain","AZ","1989","706191"
"Sequoia NP","Pacific West","CA","1989","1056020"
"Shenandoah NP","Northeast","VA","1989","1873817"
"Theodore Roosevelt NP","Midwest","ND","1989","459171"
"Virgin Islands NP","Southeast","VI","1989","664032"
"Voyageurs NP","Midwest","MN","1989","209626"
"White Sands NP","Intermountain","NM","1989","568530"
"Wind Cave NP","Midwest","SD","1989","561758"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1989","33221"
"Yellowstone NP","Intermountain","WY","1989","2644442"
"Yosemite NP","Pacific West","CA","1989","3308159"
"Zion NP","Intermountain","UT","1989","1998856"
"Acadia NP","Northeast","ME","1988","4502283"
"Arches NP","Intermountain","UT","1988","520455"
"Badlands NP","Midwest","SD","1988","1110040"
"Big Bend NP","Intermountain","TX","1988","239595"
"Biscayne NP","Southeast","FL","1988","531036"
"Black Canyon of the Gunnison NP","Intermountain","CO","1988","269073"
"Bryce Canyon NP","Intermountain","UT","1988","791348"
"Canyonlands NP","Intermountain","UT","1988","212100"
"Capitol Reef NP","Intermountain","UT","1988","469556"
"Carlsbad Caverns NP","Intermountain","NM","1988","786135"
"Channel Islands NP","Pacific West","CA","1988","168592"
"Congaree NP","Southeast","SC","1988","26257"
"Crater Lake NP","Pacific West","OR","1988","443430"
"Cuyahoga Valley NP","Midwest","OH","1988","1229717"
"Death Valley NP","Pacific West","CA","1988","692267"
"Denali NP & PRES","Alaska","AK","1988","592431"
"Dry Tortugas NP","Southeast","FL","1988","16937"
"Everglades NP","Southeast","FL","1988","1026188"
"Gates of the Arctic NP & PRES","Alaska","AK","1988","1258"
"Gateway Arch NP","Midwest","MO","1988","2477458"
"Glacier Bay NP & PRES","Alaska","AK","1988","148756"
"Glacier NP","Intermountain","MT","1988","1817733"
"Grand Canyon NP","Intermountain","AZ","1988","3859886"
"Grand Teton NP","Intermountain","WY","1988","1232691"
"Great Basin NP","Pacific West","NV","1988","73559"
"Great Sand Dunes NP & PRES","Intermountain","CO","1988","274286"
"Great Smoky Mountains NP","Southeast","TN","1988","8770781"
"Guadalupe Mountains NP","Intermountain","TX","1988","178910"
"Haleakala NP","Pacific West","HI","1988","1314683"
"Hawaii Volcanoes NP","Pacific West","HI","1988","983007"
"Hot Springs NP","Midwest","AR","1988","1185772"
"Indiana Dunes NP","Midwest","IN","1988","1885376"
"Isle Royale NP","Midwest","MI","1988","26593"
"Joshua Tree NP","Pacific West","CA","1988","955246"
"Katmai NP & PRES","Alaska","AK","1988","45710"
"Kenai Fjords NP","Alaska","AK","1988","59017"
"Kings Canyon NP","Pacific West","CA","1988","1007695"
"Kobuk Valley NP","Alaska","AK","1988","2275"
"Lake Clark NP & PRES","Alaska","AK","1988","18863"
"Lassen Volcanic NP","Pacific West","CA","1988","495628"
"Mammoth Cave NP","Southeast","KY","1988","1735610"
"Mesa Verde NP","Intermountain","CO","1988","772183"
"Mount Rainier NP","Pacific West","WA","1988","1255618"
"New River Gorge NP & PRES","Northeast","WV","1988","399722"
"North Cascades NP","Pacific West","WA","1988","605967"
"Olympic NP","Pacific West","WA","1988","2959122"
"Petrified Forest NP","Intermountain","AZ","1988","857031"
"Pinnacles NP","Pacific West","CA","1988","212094"
"Redwood NP","Pacific West","CA","1988","677135"
"Rocky Mountain NP","Intermountain","CO","1988","2544211"
"Saguaro NP","Intermountain","AZ","1988","675397"
"Sequoia NP","Pacific West","CA","1988","1031129"
"Shenandoah NP","Northeast","VA","1988","1937155"
"Theodore Roosevelt NP","Midwest","ND","1988","413527"
"Virgin Islands NP","Southeast","VI","1988","838684"
"Voyageurs NP","Midwest","MN","1988","223735"
"White Sands NP","Intermountain","NM","1988","556185"
"Wind Cave NP","Midwest","SD","1988","578016"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1988","31046"
"Yellowstone NP","Intermountain","WY","1988","2182113"
"Yosemite NP","Pacific West","CA","1988","3216681"
"Zion NP","Intermountain","UT","1988","1948332"
"Acadia NP","Northeast","ME","1987","4288154"
"Arches NP","Intermountain","UT","1987","468916"
"Badlands NP","Midwest","SD","1987","1174398"
"Big Bend NP","Intermountain","TX","1987","227921"
"Biscayne NP","Southeast","FL","1987","607968"
"Black Canyon of the Gunnison NP","Intermountain","CO","1987","285439"
"Bryce Canyon NP","Intermountain","UT","1987","718342"
"Canyonlands NP","Intermountain","UT","1987","172384"
"Capitol Reef NP","Intermountain","UT","1987","428808"
"Carlsbad Caverns NP","Intermountain","NM","1987","781300"
"Channel Islands NP","Pacific West","CA","1987","174607"
"Congaree NP","Southeast","SC","1987","20312"
"Crater Lake NP","Pacific West","OR","1987","460550"
"Cuyahoga Valley NP","Midwest","OH","1987","1113405"
"Death Valley NP","Pacific West","CA","1987","665345"
"Denali NP & PRES","Alaska","AK","1987","575013"
"Dry Tortugas NP","Southeast","FL","1987","16315"
"Everglades NP","Southeast","FL","1987","787493"
"Gates of the Arctic NP & PRES","Alaska","AK","1987","1060"
"Gateway Arch NP","Midwest","MO","1987","2364694"
"Glacier Bay NP & PRES","Alaska","AK","1987","130926"
"Glacier NP","Intermountain","MT","1987","1660737"
"Grand Canyon NP","Intermountain","AZ","1987","3513030"
"Grand Teton NP","Intermountain","WY","1987","1450791"
"Great Basin NP","Pacific West","NV","1987","63532"
"Great Sand Dunes NP & PRES","Intermountain","CO","1987","225937"
"Great Smoky Mountains NP","Southeast","TN","1987","10209841"
"Guadalupe Mountains NP","Intermountain","TX","1987","156344"
"Haleakala NP","Pacific West","HI","1987","1333900"
"Hawaii Volcanoes NP","Pacific West","HI","1987","1006058"
"Hot Springs NP","Midwest","AR","1987","1101242"
"Indiana Dunes NP","Midwest","IN","1987","1576238"
"Isle Royale NP","Midwest","MI","1987","31760"
"Joshua Tree NP","Pacific West","CA","1987","830085"
"Katmai NP & PRES","Alaska","AK","1987","38212"
"Kenai Fjords NP","Alaska","AK","1987","60428"
"Kings Canyon NP","Pacific West","CA","1987","1081172"
"Kobuk Valley NP","Alaska","AK","1987","230"
"Lake Clark NP & PRES","Alaska","AK","1987","16418"
"Lassen Volcanic NP","Pacific West","CA","1987","472431"
"Mammoth Cave NP","Southeast","KY","1987","1636340"
"Mesa Verde NP","Intermountain","CO","1987","728566"
"Mount Rainier NP","Pacific West","WA","1987","1292027"
"New River Gorge NP & PRES","Northeast","WV","1987","436791"
"North Cascades NP","Pacific West","WA","1987","651606"
"Olympic NP","Pacific West","WA","1987","2822850"
"Petrified Forest NP","Intermountain","AZ","1987","758082"
"Pinnacles NP","Pacific West","CA","1987","204705"
"Redwood NP","Pacific West","CA","1987","610897"
"Rocky Mountain NP","Intermountain","CO","1987","2531864"
"Saguaro NP","Intermountain","AZ","1987","689933"
"Sequoia NP","Pacific West","CA","1987","1139389"
"Shenandoah NP","Northeast","VA","1987","1767727"
"Theodore Roosevelt NP","Midwest","ND","1987","424846"
"Virgin Islands NP","Southeast","VI","1987","785354"
"Voyageurs NP","Midwest","MN","1987","201727"
"White Sands NP","Intermountain","NM","1987","567613"
"Wind Cave NP","Midwest","SD","1987","563720"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1987","29191"
"Yellowstone NP","Intermountain","WY","1987","2573194"
"Yosemite NP","Pacific West","CA","1987","3152275"
"Zion NP","Intermountain","UT","1987","1777619"
"Acadia NP","Northeast","ME","1986","3929054"
"Arches NP","Intermountain","UT","1986","419444"
"Badlands NP","Midwest","SD","1986","1025630"
"Big Bend NP","Intermountain","TX","1986","200622"
"Biscayne NP","Southeast","FL","1986","578013"
"Black Canyon of the Gunnison NP","Intermountain","CO","1986","289117"
"Bryce Canyon NP","Intermountain","UT","1986","578018"
"Canyonlands NP","Intermountain","UT","1986","172987"
"Capitol Reef NP","Intermountain","UT","1986","383742"
"Carlsbad Caverns NP","Intermountain","NM","1986","752552"
"Channel Islands NP","Pacific West","CA","1986","172913"
"Congaree NP","Southeast","SC","1986","16508"
"Crater Lake NP","Pacific West","OR","1986","402789"
"Cuyahoga Valley NP","Midwest","OH","1986","1042148"
"Death Valley NP","Pacific West","CA","1986","586668"
"Denali NP & PRES","Alaska","AK","1986","529749"
"Dry Tortugas NP","Southeast","FL","1986","15379"
"Everglades NP","Southeast","FL","1986","739072"
"Gates of the Arctic NP & PRES","Alaska","AK","1986","2801"
"Gateway Arch NP","Midwest","MO","1986","2311147"
"Glacier Bay NP & PRES","Alaska","AK","1986","136877"
"Glacier NP","Intermountain","MT","1986","1579151"
"Grand Canyon NP","Intermountain","AZ","1986","3035787"
"Grand Teton NP","Intermountain","WY","1986","1306322"
"Great Basin NP","Pacific West","NV","1986","40359"
"Great Sand Dunes NP & PRES","Intermountain","CO","1986","221449"
"Great Smoky Mountains NP","Southeast","TN","1986","9836306"
"Guadalupe Mountains NP","Intermountain","TX","1986","163313"
"Haleakala NP","Pacific West","HI","1986","1281219"
"Hawaii Volcanoes NP","Pacific West","HI","1986","898023"
"Hot Springs NP","Midwest","AR","1986","1175170"
"Indiana Dunes NP","Midwest","IN","1986","1676583"
"Isle Royale NP","Midwest","MI","1986","26122"
"Joshua Tree NP","Pacific West","CA","1986","783224"
"Katmai NP & PRES","Alaska","AK","1986","41663"
"Kenai Fjords NP","Alaska","AK","1986","54296"
"Kings Canyon NP","Pacific West","CA","1986","1028785"
"Kobuk Valley NP","Alaska","AK","1986","1085"
"Lake Clark NP & PRES","Alaska","AK","1986","13611"
"Lassen Volcanic NP","Pacific West","CA","1986","439723"
"Mammoth Cave NP","Southeast","KY","1986","1646673"
"Mesa Verde NP","Intermountain","CO","1986","658888"
"Mount Rainier NP","Pacific West","WA","1986","1298457"
"New River Gorge NP & PRES","Northeast","WV","1986","394079"
"North Cascades NP","Pacific West","WA","1986","683056"
"Olympic NP","Pacific West","WA","1986","2940034"
"Petrified Forest NP","Intermountain","AZ","1986","761257"
"Pinnacles NP","Pacific West","CA","1986","198236"
"Redwood NP","Pacific West","CA","1986","567849"
"Rocky Mountain NP","Intermountain","CO","1986","2408234"
"Saguaro NP","Intermountain","AZ","1986","613651"
"Sequoia NP","Pacific West","CA","1986","1056527"
"Shenandoah NP","Northeast","VA","1986","1843985"
"Theodore Roosevelt NP","Midwest","ND","1986","390553"
"Virgin Islands NP","Southeast","VI","1986","766458"
"Voyageurs NP","Midwest","MN","1986","172137"
"White Sands NP","Intermountain","NM","1986","666879"
"Wind Cave NP","Midwest","SD","1986","483334"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1986","26557"
"Yellowstone NP","Intermountain","WY","1986","2363756"
"Yosemite NP","Pacific West","CA","1986","2876717"
"Zion NP","Intermountain","UT","1986","1670503"
"Acadia NP","Northeast","ME","1985","3745570"
"Arches NP","Intermountain","UT","1985","363464"
"Badlands NP","Midwest","SD","1985","950242"
"Big Bend NP","Intermountain","TX","1985","188045"
"Biscayne NP","Southeast","FL","1985","460921"
"Black Canyon of the Gunnison NP","Intermountain","CO","1985","266012"
"Bryce Canyon NP","Intermountain","UT","1985","500782"
"Canyonlands NP","Intermountain","UT","1985","116672"
"Capitol Reef NP","Intermountain","UT","1985","320503"
"Carlsbad Caverns NP","Intermountain","NM","1985","732482"
"Channel Islands NP","Pacific West","CA","1985","164132"
"Congaree NP","Southeast","SC","1985","12332"
"Crater Lake NP","Pacific West","OR","1985","390604"
"Cuyahoga Valley NP","Midwest","OH","1985","1004858"
"Death Valley NP","Pacific West","CA","1985","576679"
"Denali NP & PRES","Alaska","AK","1985","436545"
"Dry Tortugas NP","Southeast","FL","1985","13213"
"Everglades NP","Southeast","FL","1985","697646"
"Gates of the Arctic NP & PRES","Alaska","AK","1985","1381"
"Gateway Arch NP","Midwest","MO","1985","2140316"
"Glacier Bay NP & PRES","Alaska","AK","1985","130943"
"Glacier NP","Intermountain","MT","1985","1603011"
"Grand Canyon NP","Intermountain","AZ","1985","2711529"
"Grand Teton NP","Intermountain","WY","1985","1334483"
"Great Basin NP","Pacific West","NV","1985","36343"
"Great Sand Dunes NP & PRES","Intermountain","CO","1985","182713"
"Great Smoky Mountains NP","Southeast","TN","1985","9319290"
"Guadalupe Mountains NP","Intermountain","TX","1985","147758"
"Haleakala NP","Pacific West","HI","1985","1194651"
"Hawaii Volcanoes NP","Pacific West","HI","1985","816652"
"Hot Springs NP","Midwest","AR","1985","1112764"
"Indiana Dunes NP","Midwest","IN","1985","1800326"
"Isle Royale NP","Midwest","MI","1985","16775"
"Joshua Tree NP","Pacific West","CA","1985","641172"
"Katmai NP & PRES","Alaska","AK","1985","25142"
"Kenai Fjords NP","Alaska","AK","1985","35758"
"Kings Canyon NP","Pacific West","CA","1985","874456"
"Kobuk Valley NP","Alaska","AK","1985","1305"
"Lake Clark NP & PRES","Alaska","AK","1985","12701"
"Lassen Volcanic NP","Pacific West","CA","1985","451497"
"Mammoth Cave NP","Southeast","KY","1985","1507939"
"Mesa Verde NP","Intermountain","CO","1985","656271"
"Mount Rainier NP","Pacific West","WA","1985","1165640"
"New River Gorge NP & PRES","Northeast","WV","1985","263021"
"North Cascades NP","Pacific West","WA","1985","629234"
"Olympic NP","Pacific West","WA","1985","2532145"
"Petrified Forest NP","Intermountain","AZ","1985","736659"
"Pinnacles NP","Pacific West","CA","1985","191578"
"Redwood NP","Pacific West","CA","1985","505791"
"Rocky Mountain NP","Intermountain","CO","1985","2248854"
"Saguaro NP","Intermountain","AZ","1985","636711"
"Sequoia NP","Pacific West","CA","1985","939468"
"Shenandoah NP","Northeast","VA","1985","1933085"
"Theodore Roosevelt NP","Midwest","ND","1985","377152"
"Virgin Islands NP","Southeast","VI","1985","699398"
"Voyageurs NP","Midwest","MN","1985","183984"
"White Sands NP","Intermountain","NM","1985","486754"
"Wind Cave NP","Midwest","SD","1985","477585"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1985","23171"
"Yellowstone NP","Intermountain","WY","1985","2226159"
"Yosemite NP","Pacific West","CA","1985","2831952"
"Zion NP","Intermountain","UT","1985","1503272"
"Acadia NP","Northeast","ME","1984","3734763"
"Arches NP","Intermountain","UT","1984","345180"
"Badlands NP","Midwest","SD","1984","1113675"
"Big Bend NP","Intermountain","TX","1984","167665"
"Biscayne NP","Southeast","FL","1984","340567"
"Black Canyon of the Gunnison NP","Intermountain","CO","1984","253048"
"Bryce Canyon NP","Intermountain","UT","1984","495104"
"Canyonlands NP","Intermountain","UT","1984","102533"
"Capitol Reef NP","Intermountain","UT","1984","296230"
"Carlsbad Caverns NP","Intermountain","NM","1984","712989"
"Channel Islands NP","Pacific West","CA","1984","203411"
"Crater Lake NP","Pacific West","OR","1984","419829"
"Cuyahoga Valley NP","Midwest","OH","1984","1018828"
"Death Valley NP","Pacific West","CA","1984","621197"
"Denali NP & PRES","Alaska","AK","1984","395099"
"Dry Tortugas NP","Southeast","FL","1984","11900"
"Everglades NP","Southeast","FL","1984","628658"
"Gates of the Arctic NP & PRES","Alaska","AK","1984","2440"
"Gateway Arch NP","Midwest","MO","1984","1709993"
"Glacier Bay NP & PRES","Alaska","AK","1984","108297"
"Glacier NP","Intermountain","MT","1984","1946703"
"Grand Canyon NP","Intermountain","AZ","1984","2173584"
"Grand Teton NP","Intermountain","WY","1984","1360898"
"Great Basin NP","Pacific West","NV","1984","37676"
"Great Sand Dunes NP & PRES","Intermountain","CO","1984","141833"
"Great Smoky Mountains NP","Southeast","TN","1984","8508390"
"Guadalupe Mountains NP","Intermountain","TX","1984","151862"
"Haleakala NP","Pacific West","HI","1984","1003821"
"Hawaii Volcanoes NP","Pacific West","HI","1984","2008608"
"Hot Springs NP","Midwest","AR","1984","1071853"
"Indiana Dunes NP","Midwest","IN","1984","1560428"
"Isle Royale NP","Midwest","MI","1984","11814"
"Joshua Tree NP","Pacific West","CA","1984","663798"
"Katmai NP & PRES","Alaska","AK","1984","20074"
"Kenai Fjords NP","Alaska","AK","1984","30703"
"Kings Canyon NP","Pacific West","CA","1984","937262"
"Kobuk Valley NP","Alaska","AK","1984","1075"
"Lake Clark NP & PRES","Alaska","AK","1984","12505"
"Lassen Volcanic NP","Pacific West","CA","1984","463275"
"Mammoth Cave NP","Southeast","KY","1984","1501450"
"Mesa Verde NP","Intermountain","CO","1984","516865"
"Mount Rainier NP","Pacific West","WA","1984","1152411"
"New River Gorge NP & PRES","Northeast","WV","1984","231295"
"North Cascades NP","Pacific West","WA","1984","637836"
"Olympic NP","Pacific West","WA","1984","2759011"
"Petrified Forest NP","Intermountain","AZ","1984","714761"
"Pinnacles NP","Pacific West","CA","1984","166258"
"Redwood NP","Pacific West","CA","1984","467155"
"Rocky Mountain NP","Intermountain","CO","1984","2231448"
"Saguaro NP","Intermountain","AZ","1984","699292"
"Sequoia NP","Pacific West","CA","1984","979632"
"Shenandoah NP","Northeast","VA","1984","1869307"
"Theodore Roosevelt NP","Midwest","ND","1984","361139"
"Virgin Islands NP","Southeast","VI","1984","666435"
"Voyageurs NP","Midwest","MN","1984","154723"
"White Sands NP","Intermountain","NM","1984","542930"
"Wind Cave NP","Midwest","SD","1984","536022"
"Wrangell-St. Elias NP & PRES","Alaska","AK","1984","22183"
"Yellowstone NP","Intermountain","WY","1984","2222027"
"Yosemite NP","Pacific West","CA","1984","2738467"
"Zion NP","Intermountain","UT","1984","1377254"
"Acadia NP","Northeast","ME","1983","4124639"
"Arches NP","Intermountain","UT","1983","287875"
"Badlands NP","Midwest","SD","1983","1026981"
"Big Bend NP","Intermountain","TX","1983","164926"
"Biscayne NP","Southeast","FL","1983","369082"
"Black Canyon of the Gunnison NP","Intermountain","CO","1983","291618"
"Bryce Canyon NP","Intermountain","UT","1983","472633"
"Canyonlands NP","Intermountain","UT","1983","100022"
"Capitol Reef NP","Intermountain","UT","1983","331734"
"Carlsbad Caverns NP","Intermountain","NM","1983","712247"
"Channel Islands NP","Pacific West","CA","1983","205024"
"Crater Lake NP","Pacific West","OR","1983","379008"
"Cuyahoga Valley NP","Midwest","OH","1983","939562"
"Death Valley NP","Pacific West","CA","1983","635582"
"Denali NP & PRES","Alaska","AK","1983","346082"
"Dry Tortugas NP","Southeast","FL","1983","11004"
"Everglades NP","Southeast","FL","1983","577439"
"Gates of the Arctic NP & PRES","Alaska","AK","1983","2138"
"Gateway Arch NP","Midwest","MO","1983","2948022"
